Round,Allotted Institute,Course,Allotted Quota,Allotted Category,Opening_Rank,Closing_Rank,Allotted_Count
Stray Vacancy,ESIC Dental College and Hospital,BDS,All India,OBC,30218,30218,1
Stray Vacancy,ESIC Dental College and Hospital,BDS,All India,Open,26944,26944,1
Stray Vacancy,ESIC Dental College and Hospital,BDS,All India,SC,141958,142260,2
Stray Vacancy,ESIC Dental College and Hospital,BDS,IP University Quota,EWS,40084,40084,1
Stray Vacancy,ESIC Dental College and Hospital,BDS,IP University Quota,OBC,55652,57840,5
Stray Vacancy,ESIC Dental College and Hospital,BDS,IP University Quota,Open,32989,36876,5
Stray Vacancy,ESIC Dental College and Hospital,BDS,IP University Quota,SC,146795,146921,2
Stray Vacancy,ESIC Dental College and Hospital,BDS,IP University Quota,ST,245945,245945,1
Stray Vacancy,"ESIC Dental College, Gulbarga",BDS,All India,EWS,40097,40097,1
Stray Vacancy,"ESIC Dental College, Gulbarga",BDS,All India,OBC,35737,35737,1
Stray Vacancy,"ESIC Dental College, Gulbarga",BDS,All India,Open,32705,35020,3
Stray Vacancy,"ESIC Dental College, Gulbarga",BDS,All India,SC,136787,139895,2
Stray Vacancy,"ESIC Dental College, Gulbarga",BDS,All India,ST,179071,179071,1
Stray Vacancy,"ESIC Dental College, Gulbarga",BDS,"Employees State Insurance
Scheme(ESI)",OBC,111992,112453,2
Stray Vacancy,"ESIC Dental College, Gulbarga",BDS,"Employees State Insurance
Scheme(ESI)",Open,106376,106376,1
Stray Vacancy,"ESIC Dental College, Gulbarga",BDS,"Employees State Insurance
Scheme(ESI)",SC,303051,303051,1
Stray Vacancy,"ESIC Medical College & Hospital,
Bihta",MBBS,All India,EWS,19533,19533,1
Stray Vacancy,"ESIC Medical College & Hospital,
Bihta",MBBS,All India,OBC,19373,19389,2
Stray Vacancy,"ESIC Medical College & Hospital,
Bihta",MBBS,All India,Open,19182,19182,1
Stray Vacancy,"ESIC Medical College & Hospital,
Bihta",MBBS,All India,SC,101671,102523,2
Stray Vacancy,"ESIC Medical College AND
PGIMSR, Chennai",MBBS,All India,EWS,19659,19659,1
Stray Vacancy,"ESIC Medical College AND
PGIMSR, Chennai",MBBS,All India,OBC,19439,19439,1
Stray Vacancy,"ESIC Medical College AND
PGIMSR, Chennai",MBBS,All India,Open,19061,19061,1
Stray Vacancy,"ESIC Medical College AND
PGIMSR, Chennai",MBBS,All India,ST,122073,122073,1
Stray Vacancy,"ESIC Medical College, Faridabad",MBBS,All India,Open,9204,9694,2
Stray Vacancy,"ESIC Medical College, Gulbarga",MBBS,All India,Open,19489,19498,2
Stray Vacancy,"ESIC Medical College, Hyderbad",MBBS,All India,OBC,19257,19257,1
Stray Vacancy,"ESIC PGIMSR, Joka, Kolkata,
WB",MBBS,All India,SC,100140,100140,1
Stray Vacancy,"Employees State Insurance
Corporation Medical College,
Alwar",MBBS,All India,Open,14828,14828,1
Stray Vacancy,"Employees State Insurance
Corporation Medical College,
Alwar",MBBS,All India,SC,99725,99725,1
Stray Vacancy,"FACULTY OF DEN SCI, KG MED
UNIV,LUCKNOW",BDS,All India,SC,135148,135148,1
Stray Vacancy,"Faculty of Dentistry, Jamia Millia
Islamia, New Delhi",BDS,"Jamia Millia Islamia Dental(JMI)
Quota",Open,92718,99873,2
Stray Vacancy,"Faculty of Dentistry, Jamia Millia
Islamia, New Delhi",BDS,Jamia Muslim Quota,OBC,34418,34524,2
Stray Vacancy,"Faculty of Dentistry, Jamia Millia
Islamia, New Delhi",BDS,Jamia Muslim Quota,Open,31668,33589,3
Stray Vacancy,"Faculty of Dentistry, Jamia Millia
Islamia, New Delhi",BDS,Jamia Muslim Quota,ST,232966,232966,1
Stray Vacancy,"Faculty of Dentistry, Jamia Millia
Islamia, New Delhi",BDS,Jamia Muslim Women Quota,Open,30500,30500,1
Stray Vacancy,"Faculty of Dentistry, Jamia Millia
Islamia, New Delhi",BDS,Open Seat Quota,Open,27846,30525,6
Stray Vacancy,"Fakhruddin Ali Ahmed Medical
College, Barpeta",MBBS,All India,Open,19330,19330,1
Stray Vacancy,"Fakhruddin Ali Ahmed Medical
College, Barpeta",MBBS,All India,SC,101247,101247,1
Stray Vacancy,"G.S.V.M. MEDICAL COLLEGE,
KANPUR",MBBS,All India,Open,7070,7070,1
Stray Vacancy,"GAJRA RAJA MEDICAL
COLLEGE, GWALIOR",MBBS,All India,OBC,15526,18218,2
